CustomerID,Name,Gender,Age,Address,Email,Annual Income (k$),Spending Score (1-100)
1030,Nguyen Van Cuong,Male,63,Bac Ninh,cuongnguyen@email.com,55,24
1031,Le Thi Thanh Nga,Female,43,Quang Nam,ngathanh@email.com,60,91
1032,Tran Van Nam,Male,18,Hai Duong,namtran@email.com,65,8
1033,Nguyen Thi Huong,Female,53,Thanh Hoa,huongnguyen@email.com,70,79
1034,Tran Van Huy,Male,40,Ho Chi Minh City,huynguyen@email.com,75,28
1035,Le Thi Thuy Trang,Female,61,Hai Phong,trangle@email.com,80,74
1036,Vo Minh Quan,Male,32,Da Nang,minhquanvo@email.com,85,15
1037,Nguyen Thi Thanh Van,Female,39,Can Tho,vanthanhnguyen@email.com,90,79
1038,Tran Van Binh,Male,61,Ho Chi Minh City,binhtran@email.com,95,45
1039,Le Thi Mai Anh,Female,32,Hai Phong,anhle@email.com,70,45
1040,Nguyen Van Huy,Male,68,Ha Noi,huynguyen@email.com,75,77




